dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,421,spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::parent_spring-boot-admin-build::::version::::version:${revision} <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::parent_spring-boot-admin-build::::version::::version:${revision},spring-boot-admin,project.parent_spring-boot-admin-build.version,version:${revision},ConfigType.VERSION_NUMBER,spring-boot-admin-docs/pom.xml,maven,project.parent_spring-boot-admin-build.version,version:${revision},ConfigType.VERSION_NUMBER,spring-boot-admin-samples/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Maven Properties,"child POM inherit from parent POM, intended to be consistent"
value-equality,422,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::customers::::environment::::RABBITMQ_PORT::::5672 <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::rabbit::::ports::::in::::5672,spring-boot-admin,services.customers.environment.RABBITMQ_PORT,5672,ConfigType.PORT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,services.rabbit.ports.in,5672,ConfigType.PORT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,correct,TRUE,TRUE,Port,Port,ports have to be equal
value-equality,423,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/src/main/resources/application.yml::::management.endpoint.health.show-details::::ALWAYS <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application.yml::::management.endpoint.health.show-details::::ALWAYS,spring-boot-admin,management.endpoint.health.show-details,ALWAYS,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/src/main/resources/application.yml,spring,management.endpoint.health.show-details,ALWAYS,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application.yml,spring,correct,Borderline,FALSE,Others,Health Monitoring,without additional information there is no reason why they the values must be identical
value-equality,424,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,correct,FALSE,FALSE,Libraries,Dependency Scope,different dependencies can have their own groupID
value-equality,425,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_frontend-maven-plugin::::artifactId::::frontend-maven-plugin <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::profiles::::profile_noNpm::::build::::plugins::::plugin_frontend-maven-plugin::::artifactId::::frontend-maven-plugin,spring-boot-admin,project.build.pluginManagement.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,ConfigType.NAME,pom.xml,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,ConfigType.NAME,spring-boot-admin-server-ui/pom.xml,maven,correct,TRUE,TRUE,Libraries,Maven Plugin,same plugin same artifactID
value-equality,426,spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::parent_spring-boot-admin::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-starter-server/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-server::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-starter-server/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,427,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_native::::build::::plugins::::plugin_native-maven-plugin::::configuration::::skipNativeTests::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.profiles.profile_native.build.plugins.plugin_native-maven-plugin.configuration.skipNativeTests,TRUE,ConfigType.IP_ADDRESS,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,428,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::parent_spring-boot-admin-dependencies::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-starter-client::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin-dependencies.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-starter-client.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,429,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-consul-discovery::::groupId::::org.springframework.cloud <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-kubernetes-client::::groupId::::org.springframework.cloud,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-consul-discovery.groupId,org.springframework.cloud,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-kubernetes-client.groupId,org.springframework.cloud,ConfigType.NAME,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,430,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::org.springframework.boot,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,431,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-failsafe-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::build::::plugins::::plugin_maven-site-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-failsafe-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-site-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-docs/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,432,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-autoconfigure-processor::::optional::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.dependencies.dependency_spring-boot-autoconfigure-processor.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,433,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml::::spring.boot.admin.ui.cache-templates::::False <-> spring-boot-admin::::spring-boot-admin-server/src/test/resources/application.yml::::spring.jmx.enabled::::False,spring-boot-admin,spring.boot.admin.ui.cache-templates,FALSE,ConfigType.BOOLEAN,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml,spring,spring.jmx.enabled,FALSE,ConfigType.BOOLEAN,spring-boot-admin-server/src/test/resources/application.yml,spring,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,434,spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_reactor-test::::groupId::::io.projectreactor <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_reactor-test::::groupId::::io.projectreactor,spring-boot-admin,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,ConfigType.NAME,spring-boot-admin-server-cloud/pom.xml,maven,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,ConfigType.NAME,spring-boot-admin-server/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules has same artifactID
value-equality,435,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-security::::scope::::test,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,ConfigType.UNKNOWN,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,FALSE,Libraries,Dependency Scope,different options that are not related
value-equality,436,spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-enforcer-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-war-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.pluginManagement.plugins.plugin_maven-war-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-samples/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,437,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-javadoc-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-enforcer-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-javadoc-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,438,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_native::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution::::goals::::goal_repackage::::repackage <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution::::goals::::goal_repackage::::repackage,spring-boot-admin,project.profiles.profile_native.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,439,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-security::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,ConfigType.UNKNOWN,spring-boot-admin-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Dependency Scope,different options that are not related
value-equality,440,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-gpg-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::build::::plugins::::plugin_maven-jar-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-build/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,441,spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::dependencies::::dependency_spring-webflux::::optional::::true <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::eureka::::environment::::EUREKA_INSTANCE_PREFERIPADDRESS::::true,spring-boot-admin,project.dependencies.dependency_spring-webflux.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-client/pom.xml,maven,services.eureka.environment.EUREKA_INSTANCE_PREFERIPADDRESS,TRUE,ConfigType.ENVIRONMENT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,442,spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-checkstyle-plugin::::configuration::::failOnViolation::::true <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_native::::build::::plugins::::plugin_native-maven-plugin::::configuration::::skipNativeTests::::true,spring-boot-admin,project.build.plugins.plugin_maven-checkstyle-plugin.configuration.failOnViolation,TRUE,ConfigType.BOOLEAN,pom.xml,maven,project.profiles.profile_native.build.plugins.plugin_native-maven-plugin.configuration.skipNativeTests,TRUE,ConfigType.IP_ADDRESS,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,partially,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,443,spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::parent_spring-boot-admin-build::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-boot-admin-starter-server::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin-build.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-client/pom.xml,maven,project.dependencyManagement.dependencies.dependency_spring-boot-admin-starter-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,444,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter::::optional::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,445,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-clean-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-dependency-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.pluginManagement.plugins.plugin_maven-dependency-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,446,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-webflux::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-webflux.scope,test,ConfigType.UNKNOWN,spring-boot-admin-client/pom.xml,maven,correct,FALSE,FALSE,Libraries,Dependency Scope,different options that are not related
value-equality,447,spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-configuration-processor::::optional::::true <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::build::::plugins::::plugin_maven-clean-plugin::::executions::::execution_auto-clean::::configuration::::excludeDefaultDirectories::::true,spring-boot-admin,project.dependencies.dependency_spring-boot-configuration-processor.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,project.build.plugins.plugin_maven-clean-plugin.executions.execution_auto-clean.configuration.excludeDefaultDirectories,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-ui/pom.xml,maven,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,448,spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::parent_spring-boot-admin::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::parent_spring-boot-admin-samples::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,project.parent_spring-boot-admin-samples.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,449,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-clean-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-source-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-source-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugin,different options that are not related
value-equality,450,Spring-Cloud-Platform::::ace-gate/pom.xml::::project::::parent_ace-security::::version::::version:2.0-SNAPSHOT <-> Spring-Cloud-Platform::::ace-modules/ace-tool/pom.xml::::project::::parent_ace-modules::::version::::version:2.0-SNAPSHOT,Spring-Cloud-Platform,project.parent_ace-security.version,version:2.0-SNAPSHOT,ConfigType.VERSION_NUMBER,ace-gate/pom.xml,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ConfigType.VERSION_NUMBER,ace-modules/ace-tool/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,child POMs inherit version from parent POM
value-equality,451,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_fastjson::::groupId::::com.alibaba <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_fastjson::::groupId::::com.alibaba,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.groupId,com.alibaba,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_fastjson.groupId,com.alibaba,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules lives under same groupID
value-equality,452,Spring-Cloud-Platform::::ace-infrastructure/ace-monitor/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-loadbalancer::::groupId::::org.springframework.cloud <-> Spring-Cloud-Platform::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-cloud-dependencies::::groupId::::org.springframework.cloud,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-loadbalancer.groupId,org.springframework.cloud,ConfigType.NAME,ace-infrastructure/ace-monitor/pom.xml,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.groupId,org.springframework.cloud,ConfigType.NAME,pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupId
value-equality,453,Spring-Cloud-Platform::::docker-compose.yml::::services::::ace-auth::::environment::::REDIS_PORT::::6379 <-> Spring-Cloud-Platform::::docker-compose.yml::::services::::redis::::ports::::in::::6379,Spring-Cloud-Platform,services.ace-auth.environment.REDIS_PORT,6379,ConfigType.PORT,docker-compose.yml,docker-compose,services.redis.ports.in,6379,ConfigType.PORT,docker-compose.yml,docker-compose,correct,TRUE,TRUE,Port,Port,ports have to be equal
value-equality,454,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::build::::plugins::::plugin_mybatis-generator-maven-plugin::::dependencies::::dependency_mapper::::groupId::::tk.mybatis <-> Spring-Cloud-Platform::::ace-modules/ace-generator/pom.xml::::project::::dependencies::::dependency_mapper-spring-boot-starter::::groupId::::tk.mybatis,Spring-Cloud-Platform,project.build.plugins.plugin_mybatis-generator-maven-plugin.dependencies.dependency_mapper.groupId,tk.mybatis,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_mapper-spring-boot-starter.groupId,tk.mybatis,ConfigType.NAME,ace-modules/ace-generator/pom.xml,maven,correct,FALSE,FALSE,Others,Others,dependency and plugin do not depend on each other
value-equality,455,Spring-Cloud-Platform::::ace-infrastructure/ace-monitor/pom.xml::::project::::parent_ace-infrastructure::::artifactId::::ace-infrastructure <-> Spring-Cloud-Platform::::ace-infrastructure/pom.xml::::project::::artifactId::::ace-infrastructure,Spring-Cloud-Platform,project.parent_ace-infrastructure.artifactId,ace-infrastructure,ConfigType.NAME,ace-infrastructure/ace-monitor/pom.xml,maven,project.artifactId,ace-infrastructure,ConfigType.NAME,ace-infrastructure/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,artifactID is inherited from parent
value-equality,456,Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::logging.level.com.github.wxiaoqi.cloud.gate.v2::::info <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::logging.level.org.springframework::::info,Spring-Cloud-Platform,logging.level.com.github.wxiaoqi.cloud.gate.v2,info,ConfigType.UNKNOWN,ace-modules/ace-generator/src/main/resources/application.yml,spring,logging.level.org.springframework,info,ConfigType.UNKNOWN,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Others,Logging Level,logging levels can be different 
value-equality,457,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_spring-webmvc::::artifactId::::spring-webmvc <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_spring-webmvc::::artifactId::::spring-webmvc,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules lives under same groupID
value-equality,458,Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::feign.compression.response.enabled::::True <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::feign.compression.request.enabled::::True,Spring-Cloud-Platform,feign.compression.response.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-generator/src/main/resources/application.yml,spring,feign.compression.request.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,459,Spring-Cloud-Platform::::ace-gate/src/main/docker/Dockerfile::::FROM::::livingobjects/jre8 <-> Spring-Cloud-Platform::::ace-modules/ace-admin/src/main/docker/Dockerfile::::FROM::::livingobjects/jre8,Spring-Cloud-Platform,FROM,livingobjects/jre8,ConfigType.PATH,ace-gate/src/main/docker/Dockerfile,docker,FROM,livingobjects/jre8,ConfigType.PATH,ace-modules/ace-admin/src/main/docker/Dockerfile,docker,wrong,FALSE,FALSE,Independent Components,Different Dockerfiles,Dockerfile are independent
value-equality,460,Spring-Cloud-Platform::::ace-dev-base/ace-common/pom.xml::::project::::dependencies::::dependency_fastjson::::artifactId::::fastjson <-> Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_fastjson::::artifactId::::fastjson,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.artifactId,fastjson,ConfigType.NAME,ace-dev-base/ace-common/pom.xml,maven,project.dependencies.dependency_fastjson.artifactId,fastjson,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules lives under same groupID
value-equality,461,Spring-Cloud-Platform::::ace-modules/ace-admin/src/main/resources/application.yml::::management.security.enabled::::True <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::feign.compression.response.enabled::::True,Spring-Cloud-Platform,management.security.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-admin/src/main/resources/application.yml,spring,feign.compression.response.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,462,Spring-Cloud-Platform::::ace-gate/pom.xml::::project::::artifactId::::ace-gate <-> Spring-Cloud-Platform::::pom.xml::::project::::modules::::module::::ace-gate,Spring-Cloud-Platform,project.artifactId,ace-gate,ConfigType.NAME,ace-gate/pom.xml,maven,project.modules.module,ace-gate,ConfigType.NAME,pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
